timestamp,open (USD),high (USD),low (USD),close (USD),open (USD),high (USD),low (USD),close (USD),volume,market cap (USD)
2023-01-22,84.50000000,90.20000000,83.40000000,85.40000000,84.50000000,90.20000000,83.40000000,85.40000000,194156.22700000,194156.22700000
2023-01-21,87.60000000,89.20000000,84.10000000,84.50000000,87.60000000,89.20000000,84.10000000,84.50000000,167010.36300000,167010.36300000
2023-01-20,81.20000000,88.50000000,79.70000000,87.60000000,81.20000000,88.50000000,79.70000000,87.60000000,176045.82700000,176045.82700000
2023-01-19,82.00000000,83.70000000,77.70000000,81.30000000,82.00000000,83.70000000,77.70000000,81.30000000,176307.81300000,176307.81300000
2023-01-18,85.60000000,90.70000000,77.30000000,81.90000000,85.60000000,90.70000000,77.30000000,81.90000000,395265.09000000,395265.09000000
2023-01-17,80.60000000,91.30000000,78.50000000,85.60000000,80.60000000,91.30000000,78.50000000,85.60000000,418816.12500000,418816.12500000
2023-01-16,79.30000000,82.60000000,76.40000000,80.50000000,79.30000000,82.60000000,76.40000000,80.50000000,245922.65000000,245922.65000000
2023-01-15,75.80000000,82.90000000,72.80000000,79.20000000,75.80000000,82.90000000,72.80000000,79.20000000,361135.53700000,361135.53700000
2023-01-14,71.20000000,81.20000000,71.10000000,75.90000000,71.20000000,81.20000000,71.10000000,75.90000000,388827.37300000,388827.37300000
2023-01-13,67.70000000,73.20000000,66.70000000,71.10000000,67.70000000,73.20000000,66.70000000,71.10000000,194695.40800000,194695.40800000
2023-01-12,64.10000000,68.60000000,63.40000000,67.80000000,64.10000000,68.60000000,63.40000000,67.80000000,280684.82100000,280684.82100000
2023-01-11,61.90000000,64.70000000,59.90000000,64.20000000,61.90000000,64.70000000,59.90000000,64.20000000,88200.14700000,88200.14700000
2023-01-10,61.20000000,62.90000000,59.60000000,61.90000000,61.20000000,62.90000000,59.60000000,61.90000000,113253.41000000,113253.41000000
2023-01-09,59.30000000,63.10000000,59.00000000,61.10000000,59.30000000,63.10000000,59.00000000,61.10000000,200379.19300000,200379.19300000
2023-01-08,56.00000000,59.70000000,55.30000000,59.30000000,56.00000000,59.70000000,55.30000000,59.30000000,129194.41100000,129194.41100000
2023-01-07,56.40000000,56.90000000,55.70000000,56.00000000,56.40000000,56.90000000,55.70000000,56.00000000,61934.25300000,61934.25300000
2023-01-06,55.40000000,56.80000000,54.00000000,56.40000000,55.40000000,56.80000000,54.00000000,56.40000000,81416.28900000,81416.28900000
2023-01-05,56.80000000,57.00000000,54.90000000,55.40000000,56.80000000,57.00000000,54.90000000,55.40000000,77565.32000000,77565.32000000
2023-01-04,53.10000000,58.10000000,52.60000000,56.90000000,53.10000000,58.10000000,52.60000000,56.90000000,190267.26600000,190267.26600000
2023-01-03,52.90000000,53.60000000,52.10000000,53.00000000,52.90000000,53.60000000,52.10000000,53.00000000,44009.77700000,44009.77700000
2023-01-02,52.20000000,54.10000000,51.30000000,53.00000000,52.20000000,54.10000000,51.30000000,53.00000000,77655.56200000,77655.56200000
2023-01-01,52.00000000,52.40000000,51.10000000,52.20000000,52.00000000,52.40000000,51.10000000,52.20000000,37387.11300000,37387.11300000
2022-12-31,52.50000000,53.40000000,51.60000000,52.00000000,52.50000000,53.40000000,51.60000000,52.00000000,61852.71600000,61852.71600000
2022-12-30,54.50000000,54.80000000,51.40000000,52.40000000,54.50000000,54.80000000,51.40000000,52.40000000,162992.99700000,162992.99700000
2022-12-29,53.80000000,55.00000000,53.50000000,54.50000000,53.80000000,55.00000000,53.50000000,54.50000000,54957.20400000,54957.20400000
2022-12-28,57.50000000,57.80000000,53.20000000,53.80000000,57.50000000,57.80000000,53.20000000,53.80000000,75188.81100000,75188.81100000
2022-12-27,55.90000000,58.30000000,55.50000000,57.50000000,55.90000000,58.30000000,55.50000000,57.50000000,85177.53600000,85177.53600000
2022-12-26,54.50000000,56.10000000,54.20000000,56.00000000,54.50000000,56.10000000,54.20000000,56.00000000,32855.90500000,32855.90500000
2022-12-25,54.30000000,55.50000000,53.80000000,54.40000000,54.30000000,55.50000000,53.80000000,54.40000000,62436.69400000,62436.69400000
2022-12-24,54.60000000,54.80000000,54.10000000,54.40000000,54.60000000,54.80000000,54.10000000,54.40000000,14562.21500000,14562.21500000
2022-12-23,55.70000000,56.20000000,54.20000000,54.60000000,55.70000000,56.20000000,54.20000000,54.60000000,38115.43900000,38115.43900000
2022-12-22,56.00000000,56.10000000,53.60000000,55.70000000,56.00000000,56.10000000,53.60000000,55.70000000,50998.14600000,50998.14600000
2022-12-21,55.70000000,56.50000000,54.70000000,56.00000000,55.70000000,56.50000000,54.70000000,56.00000000,67834.06800000,67834.06800000
2022-12-20,53.80000000,56.30000000,53.10000000,55.70000000,53.80000000,56.30000000,53.10000000,55.70000000,113843.75400000,113843.75400000
2022-12-19,55.90000000,56.60000000,53.00000000,53.70000000,55.90000000,56.60000000,53.00000000,53.70000000,69955.39700000,69955.39700000
2022-12-18,55.60000000,56.60000000,54.80000000,55.80000000,55.60000000,56.60000000,54.80000000,55.80000000,34034.88900000,34034.88900000
2022-12-17,54.70000000,55.90000000,53.10000000,55.50000000,54.70000000,55.90000000,53.10000000,55.50000000,88781.86800000,88781.86800000
2022-12-16,60.90000000,61.20000000,53.70000000,54.80000000,60.90000000,61.20000000,53.70000000,54.80000000,130649.16100000,130649.16100000
2022-12-15,62.60000000,63.10000000,60.50000000,60.90000000,62.60000000,63.10000000,60.50000000,60.90000000,84783.06600000,84783.06600000
2022-12-14,62.00000000,63.50000000,61.10000000,62.60000000,62.00000000,63.50000000,61.10000000,62.60000000,95833.18200000,95833.18200000
2022-12-13,60.20000000,63.90000000,58.10000000,62.00000000,60.20000000,63.90000000,58.10000000,62.00000000,146228.95100000,146228.95100000
2022-12-12,59.60000000,60.90000000,58.10000000,60.10000000,59.60000000,60.90000000,58.10000000,60.10000000,84621.67300000,84621.67300000
2022-12-11,61.40000000,61.60000000,59.20000000,59.60000000,61.40000000,61.60000000,59.20000000,59.60000000,44747.72000000,44747.72000000
2022-12-10,61.50000000,62.10000000,61.10000000,61.40000000,61.50000000,62.10000000,61.10000000,61.40000000,31571.55000000,31571.55000000
2022-12-09,62.90000000,63.40000000,61.00000000,61.50000000,62.90000000,63.40000000,61.00000000,61.50000000,92191.06500000,92191.06500000
2022-12-08,61.40000000,63.50000000,60.40000000,62.80000000,61.40000000,63.50000000,60.40000000,62.80000000,78099.43500000,78099.43500000
2022-12-07,64.00000000,64.10000000,60.10000000,61.40000000,64.00000000,64.10000000,60.10000000,61.40000000,138823.25000000,138823.25000000
2022-12-06,64.40000000,65.60000000,62.70000000,64.00000000,64.40000000,65.60000000,62.70000000,64.00000000,77089.10900000,77089.10900000
2022-12-05,64.40000000,67.30000000,63.80000000,64.40000000,64.40000000,67.30000000,63.80000000,64.40000000,114181.53300000,114181.53300000
2022-12-04,62.70000000,64.60000000,62.70000000,64.40000000,62.70000000,64.60000000,62.70000000,64.40000000,61920.91800000,61920.91800000
2022-12-03,65.70000000,66.40000000,62.50000000,62.80000000,65.70000000,66.40000000,62.50000000,62.80000000,87857.44300000,87857.44300000
2022-12-02,63.70000000,65.80000000,62.20000000,65.70000000,63.70000000,65.80000000,62.20000000,65.70000000,118425.76500000,118425.76500000
2022-12-01,65.30000000,65.50000000,63.00000000,63.60000000,65.30000000,65.50000000,63.00000000,63.60000000,101872.21800000,101872.21800000
2022-11-30,61.60000000,66.00000000,61.60000000,65.30000000,61.60000000,66.00000000,61.60000000,65.30000000,183829.88700000,183829.88700000
2022-11-29,60.10000000,62.50000000,59.50000000,61.60000000,60.10000000,62.50000000,59.50000000,61.60000000,116656.42400000,116656.42400000
2022-11-28,61.50000000,62.60000000,58.50000000,60.20000000,61.50000000,62.60000000,58.50000000,60.20000000,158701.23400000,158701.23400000
2022-11-27,61.70000000,63.40000000,59.90000000,61.50000000,61.70000000,63.40000000,59.90000000,61.50000000,301776.95800000,301776.95800000
2022-11-26,59.10000000,62.50000000,59.10000000,61.80000000,59.10000000,62.50000000,59.10000000,61.80000000,201160.87400000,201160.87400000
2022-11-25,58.10000000,60.50000000,56.70000000,59.20000000,58.10000000,60.50000000,56.70000000,59.20000000,172823.62500000,172823.62500000
2022-11-24,58.50000000,60.10000000,57.30000000,58.20000000,58.50000000,60.10000000,57.30000000,58.20000000,131257.36200000,131257.36200000
2022-11-23,57.40000000,59.40000000,56.50000000,58.50000000,57.40000000,59.40000000,56.50000000,58.50000000,235567.72600000,235567.72600000
2022-11-22,55.90000000,57.90000000,50.20000000,57.50000000,55.90000000,57.90000000,50.20000000,57.50000000,725741.20100000,725741.20100000
2022-11-21,56.00000000,57.90000000,53.90000000,55.90000000,56.00000000,57.90000000,53.90000000,55.90000000,185280.61200000,185280.61200000
2022-11-20,58.80000000,62.10000000,55.50000000,56.10000000,58.80000000,62.10000000,55.50000000,56.10000000,213779.70500000,213779.70500000
2022-11-19,58.40000000,59.20000000,56.90000000,58.70000000,58.40000000,59.20000000,56.90000000,58.70000000,70747.16300000,70747.16300000
2022-11-18,58.60000000,61.40000000,57.40000000,58.40000000,58.60000000,61.40000000,57.40000000,58.40000000,125846.51300000,125846.51300000
2022-11-17,58.30000000,59.60000000,56.80000000,58.50000000,58.30000000,59.60000000,56.80000000,58.50000000,111201.69200000,111201.69200000
2022-11-16,61.00000000,62.20000000,57.00000000,58.40000000,61.00000000,62.20000000,57.00000000,58.40000000,158757.76900000,158757.76900000
2022-11-15,59.20000000,63.00000000,58.40000000,61.00000000,59.20000000,63.00000000,58.40000000,61.00000000,215254.24100000,215254.24100000
2022-11-14,56.70000000,59.80000000,53.40000000,59.20000000,56.70000000,59.80000000,53.40000000,59.20000000,285264.12800000,285264.12800000
2022-11-13,58.00000000,61.00000000,55.70000000,56.60000000,58.00000000,61.00000000,55.70000000,56.60000000,307122.87400000,307122.87400000
2022-11-12,64.10000000,64.10000000,56.80000000,58.10000000,64.10000000,64.10000000,56.80000000,58.10000000,499358.20100000,499358.20100000
2022-11-11,68.00000000,68.90000000,60.50000000,64.00000000,68.00000000,68.90000000,60.50000000,64.00000000,281627.93400000,281627.93400000
2022-11-10,58.20000000,70.90000000,57.00000000,68.00000000,58.20000000,70.90000000,57.00000000,68.00000000,474350.32100000,474350.32100000
2022-11-09,72.20000000,73.10000000,56.90000000,58.10000000,72.20000000,73.10000000,56.90000000,58.10000000,457924.57900000,457924.57900000
2022-11-08,87.20000000,88.40000000,65.60000000,72.20000000,87.20000000,88.40000000,65.60000000,72.20000000,602566.69100000,602566.69100000
2022-11-07,86.30000000,90.50000000,83.80000000,87.30000000,86.30000000,90.50000000,83.80000000,87.30000000,193318.74000000,193318.74000000
2022-11-06,96.30000000,96.40000000,86.30000000,86.40000000,96.30000000,96.40000000,86.30000000,86.40000000,201022.88300000,201022.88300000
2022-11-05,94.70000000,98.40000000,93.50000000,96.30000000,94.70000000,98.40000000,93.50000000,96.30000000,184998.27500000,184998.27500000
2022-11-04,83.70000000,97.70000000,83.30000000,94.60000000,83.70000000,97.70000000,83.30000000,94.60000000,335363.33100000,335363.33100000
2022-11-03,80.40000000,86.60000000,79.80000000,83.70000000,80.40000000,86.60000000,79.80000000,83.70000000,133482.77400000,133482.77400000
2022-11-02,84.20000000,85.70000000,79.10000000,80.50000000,84.20000000,85.70000000,79.10000000,80.50000000,137280.90200000,137280.90200000
2022-11-01,83.90000000,86.30000000,83.50000000,84.20000000,83.90000000,86.30000000,83.50000000,84.20000000,92036.05400000,92036.05400000
2022-10-31,83.90000000,87.20000000,82.40000000,83.90000000,83.90000000,87.20000000,82.40000000,83.90000000,108644.04100000,108644.04100000
2022-10-30,85.40000000,86.90000000,82.80000000,83.90000000,85.40000000,86.90000000,82.80000000,83.90000000,64194.96800000,64194.96800000
2022-10-29,84.10000000,87.40000000,83.80000000,85.40000000,84.10000000,87.40000000,83.80000000,85.40000000,111401.65000000,111401.65000000
2022-10-28,81.40000000,85.00000000,80.50000000,84.10000000,81.40000000,85.00000000,80.50000000,84.10000000,94671.47700000,94671.47700000
2022-10-27,83.50000000,87.10000000,80.50000000,81.40000000,83.50000000,87.10000000,80.50000000,81.40000000,195605.98200000,195605.98200000
2022-10-26,81.90000000,85.30000000,80.80000000,83.50000000,81.90000000,85.30000000,80.80000000,83.50000000,191678.39400000,191678.39400000
2022-10-25,85.10000000,86.40000000,81.50000000,81.90000000,85.10000000,86.40000000,81.50000000,81.90000000,233080.24500000,233080.24500000
2022-10-24,88.90000000,90.00000000,84.60000000,85.10000000,88.90000000,90.00000000,84.60000000,85.10000000,137506.90500000,137506.90500000
2022-10-23,82.10000000,90.10000000,81.50000000,88.80000000,82.10000000,90.10000000,81.50000000,88.80000000,95579.84400000,95579.84400000
2022-10-22,82.10000000,84.40000000,81.30000000,82.20000000,82.10000000,84.40000000,81.30000000,82.20000000,47539.08800000,47539.08800000
2022-10-21,80.80000000,83.30000000,78.30000000,82.10000000,80.80000000,83.30000000,78.30000000,82.10000000,118974.47700000,118974.47700000
2022-10-20,82.80000000,83.90000000,80.00000000,80.70000000,82.80000000,83.90000000,80.00000000,80.70000000,97828.06700000,97828.06700000
2022-10-19,82.40000000,85.80000000,81.20000000,82.80000000,82.40000000,85.80000000,81.20000000,82.80000000,158135.67700000,158135.67700000
2022-10-18,78.90000000,83.70000000,77.90000000,82.50000000,78.90000000,83.70000000,77.90000000,82.50000000,138966.21800000,138966.21800000
2022-10-17,75.90000000,79.70000000,74.70000000,78.90000000,75.90000000,79.70000000,74.70000000,78.90000000,84774.67200000,84774.67200000
2022-10-16,71.80000000,76.30000000,71.80000000,75.80000000,71.80000000,76.30000000,71.80000000,75.80000000,45262.25900000,45262.25900000
2022-10-15,72.90000000,73.40000000,71.40000000,71.90000000,72.90000000,73.40000000,71.40000000,71.90000000,26605.73200000,26605.73200000
2022-10-14,71.00000000,74.70000000,70.80000000,72.90000000,71.00000000,74.70000000,70.80000000,72.90000000,90460.55900000,90460.55900000
2022-10-13,71.50000000,72.00000000,64.70000000,71.00000000,71.50000000,72.00000000,64.70000000,71.00000000,168837.39000000,168837.39000000
2022-10-12,71.40000000,72.80000000,71.10000000,71.60000000,71.40000000,72.80000000,71.10000000,71.60000000,32958.90900000,32958.90900000
2022-10-11,73.50000000,73.60000000,71.20000000,71.40000000,73.50000000,73.60000000,71.20000000,71.40000000,50595.16200000,50595.16200000
2022-10-10,75.50000000,76.50000000,73.30000000,73.60000000,75.50000000,76.50000000,73.30000000,73.60000000,31014.76200000,31014.76200000
2022-10-09,74.60000000,76.10000000,74.20000000,75.50000000,74.60000000,76.10000000,74.20000000,75.50000000,23731.37600000,23731.37600000
2022-10-08,75.70000000,76.20000000,73.90000000,74.60000000,75.70000000,76.20000000,73.90000000,74.60000000,22752.31500000,22752.31500000
2022-10-07,77.40000000,78.30000000,75.00000000,75.80000000,77.40000000,78.30000000,75.00000000,75.80000000,53599.96100000,53599.96100000
2022-10-06,78.80000000,80.40000000,77.20000000,77.50000000,78.80000000,80.40000000,77.20000000,77.50000000,77223.94600000,77223.94600000
2022-10-05,78.90000000,79.20000000,75.80000000,78.80000000,78.90000000,79.20000000,75.80000000,78.80000000,58332.84500000,58332.84500000
2022-10-04,75.60000000,79.80000000,75.50000000,78.90000000,75.60000000,79.80000000,75.50000000,78.90000000,67929.10400000,67929.10400000
2022-10-03,72.60000000,76.20000000,71.80000000,75.50000000,72.60000000,76.20000000,71.80000000,75.50000000,69920.29600000,69920.29600000
2022-10-02,74.50000000,75.90000000,72.10000000,72.60000000,74.50000000,75.90000000,72.10000000,72.60000000,90772.12100000,90772.12100000
2022-10-01,74.60000000,76.10000000,73.90000000,74.50000000,74.60000000,76.10000000,73.90000000,74.50000000,60557.73200000,60557.73200000
2022-09-30,77.00000000,78.00000000,73.70000000,74.60000000,77.00000000,78.00000000,73.70000000,74.60000000,87081.01900000,87081.01900000
2022-09-29,76.90000000,77.60000000,74.30000000,76.90000000,76.90000000,77.60000000,74.30000000,76.90000000,62809.83300000,62809.83300000
2022-09-28,76.70000000,78.10000000,73.00000000,76.80000000,76.70000000,78.10000000,73.00000000,76.80000000,126074.50000000,126074.50000000
2022-09-27,76.20000000,80.90000000,74.60000000,76.60000000,76.20000000,80.90000000,74.60000000,76.60000000,112577.46000000,112577.46000000
2022-09-26,73.60000000,76.60000000,72.60000000,76.20000000,73.60000000,76.60000000,72.60000000,76.20000000,92569.99600000,92569.99600000
2022-09-25,74.90000000,77.60000000,72.70000000,73.60000000,74.90000000,77.60000000,72.70000000,73.60000000,46457.15100000,46457.15100000
2022-09-24,77.00000000,77.40000000,74.60000000,75.00000000,77.00000000,77.40000000,74.60000000,75.00000000,48703.74400000,48703.74400000
2022-09-23,76.70000000,78.80000000,72.80000000,77.10000000,76.70000000,78.80000000,72.80000000,77.10000000,89220.26500000,89220.26500000
2022-09-22,71.60000000,77.70000000,71.50000000,76.70000000,71.60000000,77.70000000,71.50000000,76.70000000,96991.20300000,96991.20300000
2022-09-21,74.10000000,79.60000000,70.40000000,71.60000000,74.10000000,79.60000000,70.40000000,71.60000000,171833.49300000,171833.49300000
2022-09-20,76.30000000,77.20000000,73.70000000,74.00000000,76.30000000,77.20000000,73.70000000,74.00000000,95897.76400000,95897.76400000
2022-09-19,73.10000000,77.00000000,70.70000000,76.40000000,73.10000000,77.00000000,70.70000000,76.40000000,159042.06600000,159042.06600000
2022-09-18,81.40000000,82.00000000,70.70000000,73.00000000,81.40000000,82.00000000,70.70000000,73.00000000,133739.12500000,133739.12500000
2022-09-17,79.40000000,81.70000000,79.10000000,81.40000000,79.40000000,81.70000000,79.10000000,81.40000000,54439.15000000,54439.15000000
2022-09-16,78.60000000,80.50000000,77.20000000,79.30000000,78.60000000,80.50000000,77.20000000,79.30000000,129579.45500000,129579.45500000
2022-09-15,83.70000000,84.20000000,77.70000000,78.50000000,83.70000000,84.20000000,77.70000000,78.50000000,214634.37000000,214634.37000000
2022-09-14,82.90000000,86.00000000,81.10000000,83.70000000,82.90000000,86.00000000,81.10000000,83.70000000,192224.33200000,192224.33200000
2022-09-13,91.00000000,93.80000000,82.30000000,83.00000000,91.00000000,93.80000000,82.30000000,83.00000000,422344.91800000,422344.91800000
2022-09-12,91.50000000,97.00000000,89.30000000,90.90000000,91.50000000,97.00000000,89.30000000,90.90000000,213336.76500000,213336.76500000
2022-09-11,92.70000000,94.50000000,89.20000000,91.60000000,92.70000000,94.50000000,89.20000000,91.60000000,148221.06200000,148221.06200000
2022-09-10,91.20000000,94.00000000,89.70000000,92.70000000,91.20000000,94.00000000,89.70000000,92.70000000,115100.57300000,115100.57300000
2022-09-09,88.30000000,94.10000000,88.20000000,91.20000000,88.30000000,94.10000000,88.20000000,91.20000000,116375.44200000,116375.44200000
2022-09-08,87.50000000,90.00000000,85.50000000,88.20000000,87.50000000,90.00000000,85.50000000,88.20000000,91022.42100000,91022.42100000
2022-09-07,83.60000000,89.30000000,82.00000000,87.50000000,83.60000000,89.30000000,82.00000000,87.50000000,121689.18900000,121689.18900000
2022-09-06,91.20000000,93.80000000,83.00000000,83.60000000,91.20000000,93.80000000,83.00000000,83.60000000,176542.93100000,176542.93100000
2022-09-05,88.90000000,91.80000000,86.70000000,91.10000000,88.90000000,91.80000000,86.70000000,91.10000000,72817.19600000,72817.19600000
2022-09-04,87.20000000,89.00000000,85.80000000,88.80000000,87.20000000,89.00000000,85.80000000,88.80000000,53304.27600000,53304.27600000
2022-09-03,88.30000000,88.70000000,85.70000000,87.10000000,88.30000000,88.70000000,85.70000000,87.10000000,58850.79100000,58850.79100000
2022-09-02,86.50000000,92.10000000,84.80000000,88.40000000,86.50000000,92.10000000,84.80000000,88.40000000,148802.31700000,148802.31700000
2022-09-01,84.80000000,87.00000000,82.00000000,86.40000000,84.80000000,87.00000000,82.00000000,86.40000000,100488.44200000,100488.44200000
2022-08-31,84.50000000,88.80000000,84.30000000,84.80000000,84.50000000,88.80000000,84.30000000,84.80000000,136119.45200000,136119.45200000
2022-08-30,85.70000000,88.10000000,81.40000000,84.50000000,85.70000000,88.10000000,81.40000000,84.50000000,155436.21500000,155436.21500000
2022-08-29,78.60000000,86.20000000,78.00000000,85.80000000,78.60000000,86.20000000,78.00000000,85.80000000,111809.62400000,111809.62400000
2022-08-28,82.10000000,83.60000000,78.20000000,78.60000000,82.10000000,83.60000000,78.20000000,78.60000000,103340.60000000,103340.60000000
2022-08-27,82.70000000,83.60000000,80.40000000,82.00000000,82.70000000,83.60000000,80.40000000,82.00000000,129020.11600000,129020.11600000
2022-08-26,93.20000000,94.20000000,81.80000000,82.80000000,93.20000000,94.20000000,81.80000000,82.80000000,221902.31000000,221902.31000000
2022-08-25,88.50000000,95.80000000,87.70000000,93.20000000,88.50000000,95.80000000,87.70000000,93.20000000,180095.58000000,180095.58000000
2022-08-24,89.50000000,91.90000000,86.80000000,88.50000000,89.50000000,91.90000000,86.80000000,88.50000000,114060.90500000,114060.90500000
2022-08-23,88.50000000,91.20000000,85.10000000,89.40000000,88.50000000,91.20000000,85.10000000,89.40000000,167019.00900000,167019.00900000
2022-08-22,85.90000000,88.70000000,81.90000000,88.40000000,85.90000000,88.70000000,81.90000000,88.40000000,190616.58100000,190616.58100000
2022-08-21,82.90000000,87.10000000,81.70000000,86.00000000,82.90000000,87.10000000,81.70000000,86.00000000,114088.52600000,114088.52600000
2022-08-20,83.40000000,86.90000000,79.90000000,82.80000000,83.40000000,86.90000000,79.90000000,82.80000000,152743.54900000,152743.54900000
2022-08-19,94.90000000,95.40000000,82.80000000,83.40000000,94.90000000,95.40000000,82.80000000,83.40000000,368146.77300000,368146.77300000
2022-08-18,100.30000000,101.70000000,94.20000000,94.90000000,100.30000000,101.70000000,94.20000000,94.90000000,140447.32100000,140447.32100000
2022-08-17,109.80000000,112.30000000,99.20000000,100.20000000,109.80000000,112.30000000,99.20000000,100.20000000,240659.37200000,240659.37200000
2022-08-16,107.10000000,110.50000000,105.50000000,109.80000000,107.10000000,110.50000000,105.50000000,109.80000000,216416.16700000,216416.16700000
2022-08-15,107.40000000,112.40000000,103.80000000,107.10000000,107.40000000,112.40000000,103.80000000,107.10000000,186767.30600000,186767.30600000
2022-08-14,110.60000000,113.20000000,105.80000000,107.50000000,110.60000000,113.20000000,105.80000000,107.50000000,115148.34500000,115148.34500000
2022-08-13,114.70000000,115.80000000,109.50000000,110.50000000,114.70000000,115.80000000,109.50000000,110.50000000,161864.56900000,161864.56900000
2022-08-12,107.50000000,115.80000000,105.50000000,114.70000000,107.50000000,115.80000000,105.50000000,114.70000000,172207.45100000,172207.45100000
2022-08-11,111.10000000,113.90000000,106.20000000,107.50000000,111.10000000,113.90000000,106.20000000,107.50000000,250385.74800000,250385.74800000
